Iteration 247, Temperature 2.99, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 238.33 seconds
Iteration 248, Temperature 2.84, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 239.28 seconds
Iteration 249, Temperature 2.70, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 240.23 seconds
Iteration 250, Temperature 2.56, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 241.19 seconds
Iteration 251, Temperature 2.43, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 242.15 seconds
Iteration 252, Temperature 2.31, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 243.10 seconds
Iteration 253, Temperature 2.20, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 244.05 seconds
Iteration 254, Temperature 2.09, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 245.02 seconds
Iteration 255, Temperature 1.98, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 245.98 seconds
Iteration 256, Temperature 1.88, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 246.93 seconds
Iteration 257, Temperature 1.79, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 247.88 seconds
Iteration 258, Temperature 1.70, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 248.82 seconds
Iteration 259, Temperature 1.61, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 249.79 seconds
Iteration 260, Temperature 1.53, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 250.73 seconds
Iteration 261, Temperature 1.46, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 251.68 seconds
Iteration 262, Temperature 1.38, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 252.62 seconds
Iteration 263, Temperature 1.32, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 253.57 seconds
Iteration 264, Temperature 1.25, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 254.52 seconds
Iteration 265, Temperature 1.19, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 255.51 seconds
Iteration 266, Temperature 1.13, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 256.50 seconds
Iteration 267, Temperature 1.07, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 257.63 seconds
Iteration 268, Temperature 1.02, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 258.65 seconds
Iteration 269, Temperature 0.97, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 259.61 seconds
Iteration 270, Temperature 0.92, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 260.57 seconds
Iteration 271, Temperature 0.87, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 261.52 seconds
Iteration 272, Temperature 0.83, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 262.47 seconds
Iteration 273, Temperature 0.79, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 263.42 seconds
Iteration 274, Temperature 0.75, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 264.38 seconds
Iteration 275, Temperature 0.71, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 265.33 seconds
Iteration 276, Temperature 0.68, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 266.29 seconds
Iteration 277, Temperature 0.64, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 267.23 seconds
Iteration 278, Temperature 0.61, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 268.17 seconds
Iteration 279, Temperature 0.58, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 269.14 seconds
Iteration 280, Temperature 0.55, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 270.09 seconds
Iteration 281, Temperature 0.52, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 271.05 seconds
Iteration 282, Temperature 0.50, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 271.99 seconds
Iteration 283, Temperature 0.47, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 272.94 seconds
Iteration 284, Temperature 0.45, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 273.90 seconds
Iteration 285, Temperature 0.43, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 274.87 seconds
Iteration 286, Temperature 0.40, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 275.82 seconds
Iteration 287, Temperature 0.38, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 276.79 seconds
Iteration 288, Temperature 0.36, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 277.75 seconds
Iteration 289, Temperature 0.35, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 278.70 seconds
Iteration 290, Temperature 0.33, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 279.64 seconds
Iteration 291, Temperature 0.31, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 280.59 seconds
Iteration 292, Temperature 0.30, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 281.54 seconds
Iteration 293, Temperature 0.28, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 282.49 seconds
Iteration 294, Temperature 0.27, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 283.44 seconds
Iteration 295, Temperature 0.25, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 284.39 seconds
Iteration 296, Temperature 0.24, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 285.35 seconds
Iteration 297, Temperature 0.23, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 286.31 seconds
Iteration 298, Temperature 0.22, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 287.29 seconds
Iteration 299, Temperature 0.21, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 288.24 seconds
Iteration 300, Temperature 0.20, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 289.38 seconds
Iteration 301, Temperature 0.19, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 290.41 seconds
Iteration 302, Temperature 0.18, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 291.35 seconds
Iteration 303, Temperature 0.17, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 292.32 seconds
Iteration 304, Temperature 0.16, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 293.27 seconds
Iteration 305, Temperature 0.15, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 294.22 seconds
Iteration 306, Temperature 0.14, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 295.18 seconds
Iteration 307, Temperature 0.14, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 296.15 seconds
Iteration 308, Temperature 0.13, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 297.10 seconds
Iteration 309, Temperature 0.12, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 298.05 seconds
Iteration 310, Temperature 0.12, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 299.00 seconds
Iteration 311, Temperature 0.11, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 299.97 seconds
Iteration 312, Temperature 0.11, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 300.92 seconds
Iteration 313, Temperature 0.10, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 301.87 seconds
Iteration 314, Temperature 0.10, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 302.82 seconds
Iteration 315, Temperature 0.09, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 303.77 seconds
Iteration 316, Temperature 0.09, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 304.72 seconds
Iteration 317, Temperature 0.08, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 305.68 seconds
Iteration 318, Temperature 0.08, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 306.63 seconds
Iteration 319, Temperature 0.07, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 307.58 seconds
Iteration 320, Temperature 0.07, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 308.53 seconds
Iteration 321, Temperature 0.07, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 309.49 seconds
Iteration 322, Temperature 0.06, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 310.44 seconds
Iteration 323, Temperature 0.06, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 311.39 seconds
Iteration 324, Temperature 0.06, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 312.34 seconds
Iteration 325, Temperature 0.05, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 313.28 seconds
Iteration 326, Temperature 0.05, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 314.23 seconds
Iteration 327, Temperature 0.05, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 315.19 seconds
Iteration 328, Temperature 0.05, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 316.14 seconds
Iteration 329, Temperature 0.04, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 317.09 seconds
Iteration 330, Temperature 0.04, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 318.05 seconds
Iteration 331, Temperature 0.04, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 319.00 seconds
Iteration 332, Temperature 0.04, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 319.97 seconds
Iteration 333, Temperature 0.04, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 321.13 seconds
Iteration 334, Temperature 0.03, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 322.15 seconds
Iteration 335, Temperature 0.03, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 323.10 seconds
Iteration 336, Temperature 0.03, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 324.05 seconds
Iteration 337, Temperature 0.03, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 325.01 seconds
Iteration 338, Temperature 0.03, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 325.96 seconds
Iteration 339, Temperature 0.03, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 326.92 seconds
Iteration 340, Temperature 0.03, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 327.87 seconds
Iteration 341, Temperature 0.02, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 328.84 seconds
Iteration 342, Temperature 0.02, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 329.79 seconds
Iteration 343, Temperature 0.02, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 330.74 seconds
Iteration 344, Temperature 0.02, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 331.69 seconds
Iteration 345, Temperature 0.02, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 332.63 seconds
Iteration 346, Temperature 0.02, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 333.59 seconds
Iteration 347, Temperature 0.02, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 334.53 seconds
Iteration 348, Temperature 0.02, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 335.49 seconds
Iteration 349, Temperature 0.02, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 336.44 seconds
Iteration 350, Temperature 0.02, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 337.40 seconds
Iteration 351, Temperature 0.01, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 338.37 seconds
Iteration 352, Temperature 0.01, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 339.33 seconds
Iteration 353, Temperature 0.01, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 340.29 seconds
Iteration 354, Temperature 0.01, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 341.24 seconds
Iteration 355, Temperature 0.01, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 342.19 seconds
Iteration 356, Temperature 0.01, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 343.14 seconds
Iteration 357, Temperature 0.01, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 344.09 seconds
Iteration 358, Temperature 0.01, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 345.05 seconds
Iteration 359, Temperature 0.01, Current Cost 50352718.00, Best Cost 50352718.00, Elapsed Time 345.98 seconds
